"chat","yhat"
0,13.9093619866188
0,15.6925033790306
0,14.5761650826958
0,15.3451805521799
0,15.5051743131816
0,12.9266677437134
0,12.1274012709934
1,13.0637786719728
0,15.0115971302153
0,12.6820844995078
0,12.1098373183891
0,13.1068943221739
0,13.2449146136655
0,11.580700423437
0,12.0112161684625
0,12.9700291662845
0,13.0817398715652
0,12.2271461850128
0,16.2448973740384
0,13.4862041625245
0,13.9486076324687
1,16.0825224289206
0,14.3787796655844
0,10.8477146836246
0,11.5254288820163
0,17.3351965289051
0,13.86749553712
1,13.9212925437669
0,12.3850352282959
0,13.2650705450346
0,13.1601753877979
0,15.6182894321228
0,15.2734423151565
0,15.5664460473168
0,13.0225858381678
0,9.75805146512701
0,15.4115219331355
0,14.5151500020166
0,16.8393542534637
0,17.1371623435042
0,12.1022775306125
0,13.1436450557969
0,16.3688176214651
1,14.1695741486604
0,13.0843879795788
0,11.9417732058463
0,15.7298766520831
0,13.4527837257188
0,14.5214887966523
0,14.1537380301795
0,14.4857138945198
0,14.7341493313948
0,14.0839665383301
0,10.7219893988855
1,15.1539636312566
0,11.8192367373619
1,17.1604178522123
0,15.2426024680931
1,13.6456661093991
0,12.4460200907774
0,13.1974669242485
0,13.7818288741427
0,11.1954064496818
0,12.211155049232
0,16.3349301078832
0,15.3691666239754
1,13.9595611779459
0,13.2674068039515
0,14.5776057171224
0,12.6151378658815
0,14.1419268690168
0,16.9639183259493
0,13.8594709836725
0,12.434063776241
1,14.0086353951549
0,14.4784612823049
1,14.3488971453857
0,14.5060718476848
1,10.446668666978
0,14.2195094306808
0,10.4674221666084
0,12.6061355735176
0,12.7467438190835
0,12.3728270563704
0,15.0645099761824
0,17.3737741725272
0,12.2057060721162
1,13.526402368686
0,14.3945159963983
0,15.7716151719626
0,15.3585064332791
1,13.8424256204599
0,12.0814656934722
0,11.6528374597111
0,13.7060435189548
0,10.5073356609908
0,17.0441971854534
0,14.9861480392381
0,11.7659460645645
0,15.433452399937
1,15.3208586469904
0,10.7112438977568
0,13.31335040015
0,15.9191254393346
0,12.0135713757885
1,12.5314060514508
0,14.9136017585316
0,14.2427833174829
0,12.2375869657337
0,15.9688355811919
0,12.4601287536142
0,16.6216053079529
1,15.3979766482296
0,14.4132473729858
0,13.3054306301615
0,12.1337710759376
0,10.5409895728972
0,14.8903607933428
0,13.0227211005204
0,14.4205286082885
0,14.0268814250953
0,11.2432360405755
0,16.1171796355992
0,17.4913691370893
0,11.9786279027477
0,14.1958119320089
0,15.5411587257504
0,17.7408222368994
0,12.9958971013075
0,12.9687748311185
0,12.7432429423328
0,13.9966667067892
1,15.7139865552716
0,13.0462318290057
0,12.9605676566765
0,13.3149263255104
0,13.1804177760044
0,14.264008156103
0,13.1564660688631
0,14.0594423740064
0,11.3696592455807
0,12.0586549085781
0,12.5881040284368
0,14.0360838061687
0,16.8256419284343
0,11.9828891306008
0,13.0712811538905
0,11.0535969595967
0,14.5905169811212
0,13.2088703787498
1,16.6572791240924
0,11.5429005815805
0,17.6947380354632
0,12.1580026088743
1,15.5800364369922
0,13.0766944294566
0,12.8910525006866
0,13.6521871564498
1,13.9389089800594
1,12.3112051989041
0,16.0007698513821
0,16.5523405503627
0,12.7383150975319
0,11.5991443302115
1,13.9450942615216
0,11.2356141853431
0,12.9982220612082
0,10.9256823796628
1,14.2974177222982
0,11.3889521000872
1,13.3990005769608
1,14.7308367806873
0,12.4939410189225
0,12.5793292604936
0,13.4014122229544
0,13.3347901451727
0,12.7757106076793
0,13.9815794243252
0,11.5584462946224
0,12.3403833512846
0,11.8536430662842
0,14.521808385424
0,12.572322319523
0,11.2950873606409
0,18.0494414623252
0,14.1476294685451
0,15.7713382107824
1,15.0689779890308
0,13.8973831426983
0,13.2585316303212
0,13.9423521488176
0,14.5076315722052
0,14.2645645497737
0,16.0755478884275
0,13.9478884770859
0,13.3331995529164
0,14.8931562039627
0,16.3950173066103
0,10.9856546979364
0,9.3432580811042
0,12.1526635107849
0,15.3418023858684
1,12.646456805481
0,12.2300693880794
0,14.3227645052923
0,15.6455003673962
0,16.1382978295802
1,14.9860040117159
1,15.8812082136686
0,14.6576802400161
0,11.0104408391053
0,13.8227066880695
0,13.8964033522866
0,15.4028958999956
0,17.0862867218836
0,13.8294940911358
0,12.1829216756922
0,16.5543247467162
0,11.96507051911
0,12.6991167521222
0,13.6383188215588
0,12.6164376566557
0,15.6132698516402
0,12.3381199367675
0,14.1588642312237
0,12.3116231344981
0,18.0077524146153
0,12.0349776165649
0,12.3795694329828
0,12.4005223696367
0,16.9711796558544
0,12.5505557490987
0,14.6152315191341
0,11.6470159184623
0,15.1485487597944
0,12.9336720454946
0,15.8588182214404
0,12.0447553590975
0,9.35593336996421
0,17.4812307818737
1,12.9445374231745
0,13.3706530282342
0,10.7096341225842
0,14.7100854104483
0,14.1571212811178
0,10.900079320698
0,16.3895136557787
0,13.9627987398524
0,14.7273618182306
0,11.543771641949
0,17.6189321481362
0,14.5464497237401
0,12.7695865033327
0,13.244699545657
0,10.6589680141934
0,14.3704069985165
0,14.2500176330064
0,12.8011372533938
0,16.5910420655988
0,10.6423449209391
0,11.9104890168241
0,11.858736821378
0,13.5009842715918
0,13.0494345982534
0,12.6662803224693
0,14.1833384550004
0,12.0786284679973
0,15.2855673563747
0,12.043017657912
0,14.3564899574871
0,13.2349262416129
0,12.9629134684751
0,13.5974812629714
0,12.1150516451342
1,12.2551864675272
0,15.1048428297409
0,17.5218473074141
0,13.4796610227489
0,13.8574725554208
0,13.9254931933134
0,13.5236692387906
0,12.316679540894
0,13.8547309076195
0,13.2385980498697
1,13.7222534156255
1,14.1678958625127
1,14.4400895802174
1,15.4893115533145
0,12.6530938344883
0,17.9557645393845
1,13.1288651481317
0,19.5670519561861
0,13.2380914565896
0,12.2084268900696
0,15.2391422718966
0,14.9040956563746
0,14.0507344011273
0,14.6820588625322
0,13.2472595124252
0,13.9822173911395
0,12.5281830550776
0,14.1322951335598
0,12.322352717764
0,11.7292586304606
0,12.9400717829868
0,12.3445072863073
0,11.9363637669892
0,13.202441531979
0,13.4074612101445
0,15.1659425740425
0,12.3110178864534
1,15.2534762145717
0,12.5673276615536
0,10.3139273822308
0,14.3465235285188
0,14.4797659776196
0,14.7220395631722
0,14.2103231638734
1,16.6326637818149
0,13.8025727049538
1,15.6947472491289
0,11.552210362265
0,14.5137611862643
0,14.3734514670649
0,12.0842602194269
0,14.847673057343
0,13.5004785633005
0,8.53712924045932
0,13.9153839946108
0,13.6701675353431
0,11.3465597268176
0,14.4166216900626
0,11.7851582060673
0,13.7581571160907
0,13.7446506184
0,14.144192909443
0,14.2059723032558
0,15.476922574098
0,14.5069192267418
0,10.5579358818044
0,10.8891754324958
1,15.3167454954583
0,13.7087608139618
0,11.2479910884853
0,9.61143424556917
0,13.006998706799
0,10.5165866903334
1,13.5446890668962
0,13.5083848388815
0,11.4529986123558
0,12.6553867932039
0,12.2073536222576
0,12.4499672844835
0,13.805786254757
1,13.6695803212065
0,12.2725408964269
0,13.5992777977385
0,14.7659651636484
0,13.9815434729479
0,14.366592149426
1,12.3576304566225
0,15.9265262955779
0,12.335156720862
0,15.5746957474423
0,13.3097443325067
0,14.5414035313297
0,15.04117840782
0,15.7920749340091
0,14.3449173599346
0,14.2820641221012
0,13.9479717176091
0,13.7418289233704
0,15.8799233071088
0,12.4405682449331
1,15.1690502701499
0,12.5637694346271
0,12.2842553898026
0,13.0658590680979
1,15.8183713488669
0,13.2177689303752
0,15.5977213384634
0,15.8357160893779
0,12.478259061027
0,13.0015712948072
0,13.1829003344173
0,13.5663217135799
1,18.554123147917
0,13.7047219727944
0,13.7076619847183
1,13.8216273142456
0,15.9631365773119
1,15.209516343139
1,11.4594244679013
0,16.3530696183517
0,11.0530870494504
0,12.8550679160387
0,10.5198393969717
0,13.6237960181641
0,12.6233940266379
0,10.6239173301902
0,13.5238846933061
0,17.9464442405272
0,14.7885715826439
0,12.2668592086905
0,13.0651848579378
0,11.2982073704833
0,11.4881714736596
0,17.9333733321582
1,13.1487658724034
0,11.7530190766227
0,14.5008634402575
0,18.8302025735512
0,15.0302167046414
0,18.2100485914169
0,16.1541355952989
0,10.6416723070588
0,13.9132064328316
0,15.576735088993
0,9.94087146292289
0,11.0768482045073
0,12.875359622443
0,14.3350812540227
0,12.0182611152082
0,10.8234251541299
1,14.7080408934953
0,14.0203974427347
0,15.9302484313406
0,11.5378630680207
1,14.6362620503125
0,14.8749888601961
0,13.4032977483403
0,13.2389179569382
1,14.6358467764462
0,14.1737076056343
0,14.4732324641876
1,16.9742857720972
1,13.2900720055068
0,12.0480862075573
0,12.3197944927269
0,15.3796030726404
1,15.1149372108014
0,18.2946699104442
0,15.0779879901866
0,10.1470769643458
0,12.9403081457298
1,14.5566782488653
0,12.4644962413855
0,12.9471932619084
0,13.2627984374553
0,13.9935253875979
0,12.9637072131817
0,11.8542958734099
1,16.2602830812193
1,15.9851318066508
0,14.3949012800283
0,14.6605115818216
0,12.6475129229619
0,15.3557473863053
0,14.0027995963585
0,11.4167578495774
0,14.3423638154999
1,11.4864044176459
0,13.8746690756555
0,17.6142718609045
0,12.9372424162341
0,13.4965692578537
0,12.2816114144142
0,14.3243422947887
0,13.103207971093
0,13.7010007648251
0,13.4458386758704
0,13.249186799089
0,12.1115824652919
1,15.3972727076308
0,15.6374634675369
0,12.1915442332517
0,13.558052095343
0,15.6005300210626
0,15.2606650284845
0,14.8789238677224
0,16.3385649105347
0,13.5612186414177
0,14.3693969776003
0,12.0655122984886
0,15.043405241688
0,11.642921341769
0,13.3986367481903
0,10.5320331162194
0,14.2071330870725
0,11.4883037906845
0,13.7597915430514
0,15.2045392161319
0,13.1701945885779
0,12.6249613809182
1,12.8469436037969
0,14.7786258644179
0,14.0981544583772
0,15.2365831123635
1,13.8455169528713
0,15.584188893571
1,14.1457450846316
0,12.9406730393045
0,11.168971758772
1,17.5089157802733
0,14.1751719769405
0,14.67363664661
0,14.9128703035748
0,14.5479811048573
0,17.5565792970635
0,12.2443960419699
1,13.1994022025274
0,15.0255768358613
0,16.1085746469393
0,13.8349892881668
0,10.0216735411584
0,13.858855311657
0,15.2538586336277
0,11.1067528404847
0,12.3056014791627
0,13.8629204396881
0,13.0810061568503
1,15.2451982006424
1,16.1168970520654
0,16.4822165386478
0,13.5911981698534
0,12.7335086780686
0,12.7486147435198
1,14.0663992669515
0,14.4425278633169
0,14.7128315875585
0,13.9366068883441
1,14.7788760643913
1,16.0176805210691
1,14.4682160773487
0,14.6420807735873
0,14.4622533498083
0,12.4556430267741
0,13.0480477611723
0,13.1327410328771
0,10.5530400097713
0,14.610293025234
0,12.4182621695664
0,13.0680539918256
0,12.0949738498664
0,10.7572400312415
0,15.364551062232
0,12.9198801839755
0,13.9333733678738
0,13.981766792622
1,16.7985830584079
0,11.17147273585
1,14.7426180174198
0,10.4338384563016
0,13.29591825132
0,11.9371769997215
0,14.2687735522624
0,14.2392568579985
0,12.7781386387666
0,14.2279862277679
0,15.8840747745145
0,15.4593067887225
0,11.9370958132031
0,15.4179354346067
0,16.8030044793607
0,14.7418913572245
0,14.1890133055126
1,14.8251885676618
0,14.7544624666173
0,18.1875589915761
0,13.917006057251
0,15.1192505259492
0,10.7418730463728
0,13.2209092232085
1,15.248605428578
0,13.2697406845364
0,16.6656243577079
0,13.0366573812594
0,15.5710137245236
0,9.43393347955909
0,12.4955384921938
0,13.8371626584275
0,12.9149204410849
1,15.9050179113831
0,14.1978675567905
0,13.2950821531188
0,14.8347832268331
0,13.4390401133173
0,10.5772989209414
1,16.1933519713598
0,12.5927990050968
0,12.6569322201954
0,12.5153081722325
1,14.2754763883071
0,12.2932949602125
0,13.6343720279826
0,11.4252745310724
0,12.7526825455768
1,14.2251994439217
0,12.611460840141
1,14.2240643463435
0,13.1423459886661
0,15.4268758754669
1,14.1469001197376
1,14.9544447343143
0,15.4093751361199
0,11.4573696514166
0,14.7199180341882
0,13.1639873359802
0,12.641554161059
0,14.6540989652671
0,14.8941675198684
0,14.4099610625739
1,14.0693258836923
0,13.0183731418464
0,12.0625008416164
0,14.3301383347221
0,10.7291670917013
0,13.4088402988797
0,12.264781012779
0,11.4706875257627
0,14.1160234720216
0,14.6982739569931
1,15.9591483706386
0,12.4254259010166
0,9.19750467295663
0,18.1877659833595
1,18.5014704300077
0,16.7335802590712
0,12.835459091997
0,10.1482477130162
0,15.5530851119218
0,13.0880082177629
0,12.7739328171168
0,14.0169777197243
0,14.2783259440188
0,11.777390681189
1,12.9315599559046
0,15.2190794708304
0,12.8853823698241
0,17.5076249864814
0,13.5695269728754
0,11.6928624993879
0,13.3040628565143
0,13.4090240110981
0,16.9599711160482
0,12.1302953800591
0,14.8581091185382
0,12.8804123323943
0,13.4809563966414
0,12.529576891216
0,15.1310719942192
0,12.5588381449488
0,12.43576665357
0,10.3939713537035
0,14.55789197565
0,14.7669500248509
0,12.0652946019169
0,14.2124752698825
0,12.2441308114597
0,14.4925927121421
0,10.9600474772847
0,14.1900580066777
0,12.2780031594035
0,12.8558057678901
0,13.6112053449536
0,11.5058044032957
1,13.5644101387311
0,15.2471641968305
0,13.5729101804294
0,11.4320723980527
0,14.4409739862029
1,12.9980162437961
0,12.4580515741883
0,12.8288408090956
0,16.2338859558861
0,11.5118396057502
0,12.1988384951481
0,13.988627039293
0,13.5965478167534
0,13.1324819182509
0,11.965798261391
0,11.9545986184515
0,15.0294963729667
0,14.7590702383865
0,12.3868612554709
0,14.6094529001306
0,12.5358207523653
0,15.1455988856757
0,13.9168714827557
1,12.6197202908825
0,11.7685538661201
0,14.221709478971
0,13.079988691015
1,15.4691711173057
0,12.2470721677362
0,14.7817196730714
1,13.0923539737844
0,12.9395290107418
0,13.2641013737108
1,14.1017332340827
1,14.0458970380651
0,12.5595873639002
1,15.0468830785514
0,14.1453176510502
0,9.02885389030601
0,12.9843393013975
0,15.8570296064625
0,14.7786028870212
0,13.4987612252604
1,13.2432296723345
0,10.6171059187985
0,11.4528451228466
0,14.7839403368009
1,13.1391678242765
0,15.8102841738775
0,16.0217072626972
0,11.900538858261
0,13.0862421207913
0,11.9820422260479
0,16.8227834107638
0,13.7034193405393
0,11.8126448008589
0,13.6605936269662
0,12.8469401838751
0,15.200410900729
0,14.8728975910138
0,10.9681820710315
0,13.3175524125193
0,15.4287760266951
0,11.5653376787947
0,14.7963825327738
0,18.4708350280154
1,15.5819840182072
0,9.20797931563577
0,10.8707346631526
0,15.3139973363789
0,12.4694245612664
0,14.0523698612033
0,14.4347433183599
1,14.2386723131217
0,15.7521564619979
0,12.4968619279993
1,12.106890356997
0,10.7583268775762
0,13.0154491654319
0,9.67244481390279
1,13.2345301400988
0,11.8131319799619
0,13.0802155003466
0,15.3474114855457
0,14.2689801084889
0,14.1819840834644
0,9.99901420771773
0,13.7456176374091
0,14.2434858306305
0,10.0779465030143
0,14.0045558311816
0,13.677288301562
0,12.3361751482619
0,14.2320987008629
0,13.2584029326039
0,13.7584893570783
0,15.3632795488025
0,14.0089019089199
0,12.852780425217
0,13.1507597475073
1,12.2457423848362
0,14.9301867224849
0,16.4164000066722
0,13.5331654418364
0,14.8282193364362
0,12.9002404455666
0,12.2715387426309
0,14.6265268343364
0,12.5902643510906
1,15.3932846607343
0,13.391291109001
0,10.3526880319713
0,14.9445861563842
0,15.8978733018078
0,15.4605691664025
0,10.8548147826713
1,16.0838152477793
0,15.0484269915837
0,15.8347322231186
0,14.4624966245584
0,11.7304043523392
0,16.0898353628233
0,17.1101720289751
0,14.3603438473189
0,14.6813689757388
0,11.0778817286171
0,13.2066790790347
0,13.9689752808138
1,14.635958968533
0,15.874261983162
1,14.3054471715954
1,15.8185780701661
0,11.63745314402
0,14.3680321380164
0,12.3897335654536
0,12.9468352861764
0,12.8031970065896
1,16.5562431433091
0,16.2976478408301
0,10.1249949454192
1,14.8022975486345
0,14.9044716704815
0,15.150862742371
0,14.0051270493494
0,9.85866554249119
0,15.5189863018575
0,12.1845315746525
0,17.1125571040817
0,14.924344752222
0,9.28492636866455
0,13.9499315141904
0,9.3204483072746
0,15.7523190367498
1,13.5129327318471
0,12.3776296775898
0,14.8369685684667
0,12.259694615264
0,15.1705021147207
0,14.6584091719208
1,17.0081785162048
1,12.5847079809421
0,15.4065166314339
0,14.3214578349363
0,12.2520003502762
0,15.6633323396436
0,11.8649736126238
0,10.0262167164924
1,15.5618308193924
0,13.9286862730895
0,11.1145678563788
0,14.7259316150136
0,15.2386563462894
0,15.9951882445577
0,17.1609303332724
0,11.1206280453049
0,14.4995780485985
0,16.6838362408423
1,15.4966344645168
0,16.494988217829
0,12.9897691479739
0,15.5289496770018
0,14.2247649518364
0,12.1923802165027
0,12.8362643346541
0,15.7379898917275
0,15.7888079685686
0,13.366150116361
0,12.9808417607285
0,17.2902346322055
0,13.5924608989565
0,16.4776564161186
0,16.0452343003594
0,13.2166546970043
0,14.8081288773056
0,15.4876180815677
0,13.1420551694205
0,14.0701023451582
0,14.3026917243194
0,11.6024700685422
0,15.0919852865609
0,13.733758342745
0,13.3776367967351
0,11.6801880734681
0,14.3640274655168
0,18.7756472609806
0,13.6016359896751
0,14.0875141205887
0,15.7398769628913
0,9.89544916334759
0,14.8989458239634
0,13.1561040480244
0,13.1140424037318
0,14.1649657172626
0,13.9923713339579
0,15.4422902656097
0,16.7023888461834
0,12.9156682191422
0,14.0405281644613
0,15.639575758327
0,10.7735166101829
0,12.1330839229968
0,11.6330543927828
0,10.8361305819977
0,13.5149163479863
1,11.6611226314798
1,11.1942043221712
1,16.9564807779406
0,15.4512688757745
0,10.1941122586244
0,12.6446711846844
0,15.4409799119826
0,14.0183673465035
0,13.2283061032155
0,11.6686974208757
0,14.3544078130706
0,13.4032150270954
1,13.7890795458907
1,14.0248389443983
0,14.3809997306292
0,13.7274433124719
0,14.1498963171465
0,13.4210495702876
0,16.5240985617414
0,14.4263359815932
0,13.8478328344542
0,13.41423881908
0,12.6373567611302
0,13.504684947859
0,15.0021919610915
0,15.8485790526585
0,13.3114082496593
0,15.0000373586316
1,15.1959781146126
0,13.3855560852467
0,10.8446418766274
0,10.4197839083615
0,14.4352410796695
0,15.4470130122499
0,11.0743033289764
0,12.7495202850125
0,11.1984545746565
0,13.2619986224086
0,12.0340741389325
0,10.9790834781178
0,14.0957572548152
1,13.2652469385985
0,11.4428748043519
0,13.7898346964035
0,16.1923639144972
0,14.8604718581604
0,12.7792264267952
0,17.3326178537398
0,14.2467781131261
0,15.0462891153473
0,16.538233014175
1,13.8838710167497
0,13.3849860761706
0,14.4862923631651
0,10.6882849253347
0,11.7790648886308
0,12.0354958865332
1,13.5825819242338
0,17.138011865388
0,15.038343505105
0,13.7827723974421
1,12.8037310015985
0,16.126538130986
0,13.1158627870932
1,13.6646100010467
0,14.6104883525188
0,12.163888260553
0,14.6313776096554
0,14.1287326167205
0,9.77674913772086
0,13.725302999913
0,15.7366587378322
0,16.3002965577602
0,16.4974841341329
0,14.5344260844136
0,16.1854685988024
0,13.6647994665402
0,11.2801857052679
1,13.0045592300694
0,15.589434019203
0,17.2717845940271
0,15.000405892021
0,15.1906417352727
0,13.5272821459081
0,13.2134328970919
0,11.0001490030166
1,15.6099246879668
0,15.3892265364114
0,14.2066760561221
0,13.3191231356699
0,11.8673530122194
0,17.7043689363635
0,16.5420517232302
0,11.1009979031762
0,15.3514807648398
0,10.9507115773692
0,15.8322375702614
0,13.2885588449924
0,14.6214425319571
1,15.4429004345627
0,15.6402567439549
0,14.1716192182277
0,13.5190512075457
0,13.432151515389
0,12.9268090124724
0,12.6155887758306
0,12.7456057948822
0,12.2940376983378
1,15.1653403022774
0,14.5337930807819
1,12.9125854290723
0,14.1586698680401
1,13.7170464208177
0,12.1100638872238
0,14.0599817226123
0,12.1756891846829
0,12.6184577301084
0,13.6430124856656
0,12.7092518185271
0,10.0116182412525
0,12.5958503505351
0,11.4573959744899
0,12.2153365523864
1,13.7330124864993
0,12.7654968534541
0,14.8418127624719
0,10.8236739817011
1,14.6032673727869
1,11.0829214887109
1,13.4619062010664
1,15.2253050486687
0,14.8587656088888
0,12.8459865914365
0,16.2751213844076
0,16.6741721908583
0,13.3434998949465
0,13.1946392048236
0,13.6533045410478
0,13.5296969165453
0,14.5637092723984
0,13.060274027553
0,14.6254022739782
0,12.8062133892629
0,12.2055708300884
0,14.5567915382406
0,10.8449632384597
0,12.7852933912195
0,15.8436453232906
0,12.1273743270643
0,13.4480359573073
0,15.6699528695405
0,12.3149167249692
0,13.1339022570222
0,13.0732505888756
0,17.2206053858229
0,15.7628516814127
0,16.3745256480165
0,17.8562349979581
1,13.450598527761
1,15.4096896299237
0,13.3488179703052
1,17.6547882375921
0,12.8173429042567
0,10.9425207885525
0,13.5856451208219
0,11.9225351830098
0,16.1630549312007
0,15.8597641062556
0,14.8078567855816
0,15.7908782400075
0,14.7341768649892
0,13.8013006815635
0,13.9574017613686
0,14.603541957939
0,14.7522275972258
0,9.79127026026385
0,12.9090210303703
0,12.7202259026458
0,14.5667998010137
0,14.7855488209057
0,13.2475156560311
0,15.1266647865795
0,14.7615449154576
0,15.976337179446
1,13.1666235243133
0,11.0381750018207
1,16.0232408841045
0,13.5554363139114
0,18.8542926538215
0,14.0594489613258
0,15.9433140783143
1,14.0653637862149
0,14.1345590013706
0,13.1522295246132
0,13.7496498954511
0,11.6229868753051
1,13.5328825409314
0,11.8153510209148
0,12.7135679043181
0,14.5287120796203
0,15.2167286220871
1,12.5107414816852
0,14.07574244717
1,13.5886482214297
1,16.2471727308614
0,13.0849071485824
0,12.7341848897028
0,11.8795290014461
0,13.6436062058525
0,13.9969624518504
1,14.2746410069553
0,14.3486223060269
0,12.2533208634457
0,12.6435810506515
0,10.8363734379744
0,17.7018405836236
0,14.2835747691539
0,10.8015047150379
0,12.5040389633626
0,15.2203443402416
0,10.8068247943775
0,17.878370241789
0,14.7459973505298
0,15.447670490019
0,15.148780260974
0,12.229763855154
0,14.9366730505502
0,12.379980621163
0,17.3599147067212
0,16.0529577228755
1,14.7994698772193
1,13.5865530968669
0,10.465844823232
0,13.3680221501226
0,12.9699730115302
0,13.195990757951
0,13.8539599103015
0,16.8461809205222
0,11.437294956397
0,14.7028011541545
0,16.7950599022196
0,15.3885300429131
0,17.1453185956254
0,15.5616750066625
0,14.2107664608672
1,14.7968518517713
0,16.2457760976934
0,11.7435111687135
0,14.5781433949455
0,12.7507281066829
0,11.7861288420767
0,12.0273026349782
0,14.1687464162346
0,12.9315089969941
0,11.9354210192522
0,15.3726061831771
0,12.3423014239742
0,15.8833877516354
0,13.7038401419178
0,12.2227817652663
0,15.9245622612242
1,16.2289098474316
0,14.3158113844338
0,13.9467552918834
0,14.675692940571
1,15.8000957636839
0,12.1226448925482
0,13.1923802573356
0,16.7768119119183
0,12.7322216362098
0,12.9493538986298
0,14.0126986622554
0,13.3674871802446
0,12.1665057624756
0,15.8407257295818
1,13.9205413724911
0,12.3908051011498
0,11.9248903672399
0,16.3579625989938
0,14.4985367320105
0,14.2957818335891
0,15.3993015104639
0,12.9109625680583
0,11.3626492871263
0,15.1161210084042
1,15.8691227930142
0,11.2373112390119
1,12.8464929551858
0,13.3292634563133
0,12.9886531867441
1,15.819743965599
1,13.811597427225
0,12.4009043225309
0,15.3024920616366
0,13.726862711978
0,13.7771730241402
0,11.9376255352735
1,13.0290432007627
0,13.3630881722766
1,14.013664314308
0,15.1902523410615
0,15.3246756067271
0,11.0879487058391
1,16.729916766713
1,15.3905075022723
0,14.3450085291069
1,15.1593769739616
0,15.1680295698631
0,11.9741221095297
0,15.8418528930595
0,9.89301136263646
0,12.6343418274119
1,13.6210794316704
0,15.7345126481278
0,15.8285085981342
0,14.858530491605
0,17.2851955625809
0,13.9235636325403
0,17.2037426129596
0,14.0126792857055
0,10.7880497843695
1,14.7043791185553
0,13.546656843904
0,13.3450501923501
0,13.3598538420258
1,13.1255726647564
0,16.9795200650765
0,12.5967276711672
0,13.3766132573604
0,11.2649042374035
1,13.8808104189851
0,8.7206576243601
1,14.8390689484459
0,15.6680764989902
0,12.1752172351536
0,12.9293868614444
0,11.2836479563441
0,11.4875436088732
0,14.4180913546332
1,13.3243328736544
0,14.1105655483552
0,10.6380601417052
0,11.6016408157663
0,15.3443705308018
0,11.268977464806
1,14.7613055248567
0,15.5744733031388
1,14.7246632734267
0,10.5329281183424
0,14.0084845070018
0,12.2254179444504
0,11.3196122647451
0,14.1215922788555
0,12.4479630877758
0,13.4163099666286
0,12.8159410276712
1,11.4158407524233
1,11.8694723053366
0,15.4989575637847
0,13.4912765215264
0,15.1374328443049
0,16.0036930347198
0,14.0896738281818
0,13.5452091120829
0,15.7889178514824
0,10.8460959764188
1,13.0195668551199
0,14.6009402935455
0,13.1639569560157
0,15.0601075769039
0,14.2190980348309
1,13.0378115794787
1,13.8867746504797
0,13.8651268152268
0,14.447546878582
0,13.8362486305858
0,15.6737996672079
0,12.2976828164991
0,12.6492260372697
0,10.6656699962546
0,15.0835015725334
0,12.6535531387514
0,13.6592243702183
0,15.4114597401331
0,14.5972855650792
0,12.2078424623932
1,12.6056359979804
0,15.0809323458791
0,11.0149966404146
0,15.0710246934581
0,11.3160483494543
0,12.6698192108816
0,17.7251951910628
0,13.3848734930625
1,13.191121560397
1,15.6593888211024
0,18.9173568903796
0,16.7061350283443
0,11.0294366447414
0,12.7102568724044
0,13.4659632903677
1,13.7701346020164
1,14.5499758257178
0,13.2106180141206
1,16.4512418496416
0,13.1811998059714
1,12.4404297933532
0,12.8668297103963
0,13.256465375298
0,15.2974890949973
0,11.6918718639374
0,18.8547688060236
0,9.74278167697536
0,14.8492420333469
